file_id,category,title,description,features,tags,download_count,file_size,upload_date,author,preview_images,related_files
331276,업무프로그램,현금 수령증,"경리/회계 분야에서 사용하는 양식으로 현금 수령자의 정보 및 위임자의 정보를 입력하고, 수령금액과 수령일시 및 장소를 입력하는 현금 수령증입니다. [엑셀파일서식]은 일반문서를 저장과 불러오기 기능을 이용하여 관리할 수 있도록 제작되어 있습니다.",['FAMILY SITE'],[],,,,,[],[]
420362,업무프로그램,인사관리 실무엑셀 번들팩 (18종),"인사평가와 근태관리 및 인사고과 등 HR 실무의 필수 업무를 위한 인사관리 실무엑셀 번들팩입니다. 채용부터 퇴직까지 전 과정을 체계적으로 관리할 수 있도록 취업규칙, 인사규정, 표준근로계약서, 인사평가표 등 다양한 양식을 포함하고 있으며 직원 평가 및 경영 평가를 효과적으로 수행할 수 있도록 돕습니다. 총무팀이나 중소기업 인사팀 등 실무담당자가 즉시 활용할 수 있도록 구성되어 고비용의 인사시스템 없이도 HR관리와 직원평가를 체계화할 수 있는 실무 중심 도구입니다. 인사고과와 인사평가 시즌에 활용도가 높으며 업무 효율을 크게 향상시킬 수 있습니다.",['FAMILY SITE'],[],,,,,[],[]
382600,업무프로그램,거래처별 매출원장,"일자, 거래처, 대표자, 사업자등록번호, 품목, 적요, 수량, 단가, 합계금액, 비고를 입력할 수 있으며 입력된 데이터값을 근간으로 합계금액을 자동산출 할 수 있도록 구성된 콘텐츠입니다. 조건별 검색 및 자동합산 기능을 통해 월계 및 누계의 합계를 확인할 수 있습니다.",['FAMILY SITE'],"['회원별 고객별 사원별 매입 수입 지출 판매 주문\n\n\n더보기\n접기', '회원별 고객별 사원별 매입 수입 지출 판매 주문']",,,,,[],[]
379424,업무프로그램,건설공사 견적서 관리대장(공사업체),"일자, 공사업체, 담당자, 연락처, 공사명, 공사면적(㎡), 공사비용, 세액, 합계금액, 비고를 입력할 수 있으며 입력된 데이터값을 근간으로 공사지용을 자동산출 할 수 있도록 구성된 콘텐츠입니다. 조건별 검색 및 자동합산 기능을 통해 월계 및 누계의 합계를 확인할 수 있습니다.",['FAMILY SITE'],[],,,,,[],[]
331000,업무프로그램,[2025년] 급여명세서,"최신 근로기준법을 적용하여 지급월, 지급일자, 사원정보, 급여내역(기본급, 상여금 등), 공제내역(국민연금, 건강보험, 장기요양보험, 고용보험 등), 근무내역(연장근로시간수, 야간근로시간수, 휴일근로시간수, 통상시급, 가족 수), 항목별 계산방법(산출식 또는 산출방법) 등을 입력하고, 저장 및 불러오기 기능을 이용하여 관리할 수 있도록 구성되어 있습니다.",['FAMILY SITE'],"['급여명세서 회사서식 Work Sheet 엑셀시트 스프레드시트\n\n\n더보기\n접기', '급여명세서 회사서식 Work Sheet 엑셀시트 스프레드시트']",,,,,[],[]
420354,업무프로그램,회사 조직도(업무 기술 역량 종합 평가/관리),"회사 조직도(업무 기술 역량 종합 평가/관리)는 기업 내 전 직원의 업무툴 활용 역량을 체계적으로 관리할 수 있도록 제작된 실무형 인사관리 템플릿입니다. 문서 작업, 디자인, 영상 편집, 프로그래밍, AI 툴 등 다양한 업무 프로그램에 대한 직원 개별 숙련도를 별(★)로 평가하고, 그 결과를 사원 조직도와 연동해 간편하게 파악할 수 있습니다.

엑셀, 파워포인트, 포토샵, 프리미어, HTML, ChatGPT 활용 등 다양한 툴 사용경험과 숙련도를 기록할 수 있으며, 실무자 간 역량 격차나 교육이 필요한 부분을 빠르게 파악하고 사내 교육 방향 수립 및 인사 배치 전략 수립에 적극 활용할 수 있습니다.

특히 실무툴 중심의 역량 관리가 필요한 중소기업, 스타트업, 디지털 전환 조직, 인사기획팀 등에 적합하며, 디자인툴, 영상툴, 프로그래밍툴, 웹서버 관리툴, AI 및 SaaS 도구 등의 사용역량을 체계적으로 수집하고 분석하여 디지털 실무 역량 관리를 효율화할 수 있습니다.",['FAMILY SITE'],[],,,,,[],[]
336993,업무프로그램,업무용 차량 운행일지,"사원별 업무시 차량 운행정보를 기록할 수 있으며, 차량정보, 행선지, 운행목적 및 주유금액 등을 입력하여 관리할 수 있는 업무용 차량 운행일지입니다. [엑셀파일서식]은 일반문서를 저장과 불러오기 기능을 이용하여 관리할 수 있도록 제작되어 있습니다.",['FAMILY SITE'],[],,,,,[],[]
384262,업무프로그램,"[2025년] 매입, 매출대장(미지급금, 미수금)","거래일자, 거래처, 품목, 세액, 매입금액, 매입세액, 매입합계, 지급액, 미지급금, 매출금액, 매출세액, 매출합계, 수금액, 미수금을 입력할 수 있으며 입력된 데이터값을 근간으로 매입합계, 미지급액, 매출합계, 미수금을 자동산출 할 수 있도록 구성된 콘텐츠입니다. 조건별 검색 및 자동합산 기능을 통해 월계 및 누계의 합계를 확인할 수 있습니다.",['FAMILY SITE'],"['구입 구매 주문 판매 수입 지출 결제\n\n\n더보기\n접기', '구입 구매 주문 판매 수입 지출 결제']",,,,,[],[]
385865,업무프로그램,원자재 재고관리대장,"일자, 원자재명, 규격/사양, 단위, 구입처, 이월재고량, 입고량, 사용량, 재고량, 발주량, 비고를 입력할 수 있으며 입력된 데이터값을 근간으로 재고량을 자동산출 할 수 있도록 구성된 콘텐츠입니다. 조건별 검색 및 자동합산 기능을 통해 월계 및 누계의 합계를 확인할 수 있습니다.",['FAMILY SITE'],"['입고 출고 입출고 사용관리 수량관리\n\n\n더보기\n접기', '입고 출고 입출고 사용관리 수량관리']",,,,,[],[]
420355,업무프로그램,조직도(사원별 직무 및 역량관리),"조직도(업무역량평가)는 각 사원의 핵심 업무역량을 입력하고 별점(★)으로 평가할 수 있는 인사평가 템플릿입니다. 조직도 기반으로 직원들의 이름과 직책을 입력하고, 평가 항목별 점수를 입력하여 조직 전체의 능력 분포를 직관적으로 파악할 수 있습니다.

의사소통 능력(전달력, 이해력, 피드백, 대응력), 문제 해결력, 창의성, 팀워크, 협업 능력, 리더십, 고객 지향성 등 실무 중심의 핵심 역량 항목이 기본 구성되어 있으며, 각 항목에 대해 개별 사원의 강점과 보완점을 파악할 수 있도록 설계되어 있습니다.

평가자는 해당 항목에 대해 점수를 매기며, 각 사원의 역량 수준을 조직도와 연동된 형태로 한눈에 확인할 수 있어 성과관리, 교육대상자 선정, 승진/이동 판단 근거로 활용할 수 있습니다. 중소기업, 팀 단위 프로젝트 조직, 성과 중심 조직, 인사 평가제도를 운영 중인 기업이라면 누구나 손쉽게 사용할 수 있으며, 정기적인 역량 진단, 교육 성과 평가, 성과 기반 인사관리에 최적화된 실무형 템플릿 입니다.",['FAMILY SITE'],[],,,,,[],[]
392103,업무프로그램,직원 근태대장,"일자, 부서, 직위, 성명, 출근시간, 퇴근시간, 휴가, 결근, 지각, 조퇴, 야근, 기타를 입력할 수 있으며 입력된 데이터값을 근간으로 조건별 검색 및 자동합산 기능을 통해 월계 및 누계의 합계를 확인할 수 있습니다.",['FAMILY SITE'],"['출퇴근관리 휴가관리 사원관리\n\n\n더보기\n접기', '출퇴근관리 휴가관리 사원관리']",,,,,[],[]
381231,업무프로그램,"[2025년] 거래처 매입매출대장(외상매입금, 외상매출금)","일자, 거래처, 세액, 매입금액, 매입세액, 매입합계, 지급액, 외상매입금, 매출금액, 매출세액, 매출합계, 수금액, 외상매출금을 입력할 수 있으며 입력된 데이터값을 근간으로 매입합계, 외상매입금, 매출합계, 외상매출금을 자동산출 할 수 있도록 구성된 콘텐츠입니다. 조건별 검색 및 자동합산 기능을 통해 월계 및 누계의 합계를 확인할 수 있습니다.",['FAMILY SITE'],"['품목별 수금 지급 미수금 미지급\n\n\n더보기\n접기', '품목별 수금 지급 미수금 미지급']",,,,,[],[]
388895,업무프로그램,[2025년] 월 직원휴가 관리대장,"당월 직원의 휴가를 연차, 공가, 병가, 포상휴가 등으로 세분화하여 그 휴가 기간을 작성하고, 남은 연차를 파악하여 입력하는 월 직원휴가 관리대장입니다. [엑셀파일서식]은 일반문서를 저장과 불러오기 기능을 이용하여 관리할 수 있도록 제작되어 있습니다.",['FAMILY SITE'],[],,,,,[],[]
340256,업무프로그램,명부(명단) 엑셀서식 모음,"명부(명단)에 대한 엑셀서식 모음입니다.
사원명부, 근로자 명부, 주주명부, 조합원 명부, 임원명부, 거래처 명부, 비상연락망, 사내 동호회 회원명부, 골프회 회원명부, 회원 인명부, 협력업체 주소록, 주간 당직근무자 명단, 비밀취급인가자 명부, 매입처 명부, 가망고객 리스트, DM발송 고객상담 리스트, 단체여행자 인명부 등으로 구성되어 있으며, 함수, 자동인쇄, 이미지 삽입, 내보내기 기능이 포함되어 있습니다.",['FAMILY SITE'],[],,,,,[],[]
361879,업무프로그램,거래명세서(11),"공급받는자, 공급자 정보, 일자, 품목, 규격, 수량, 단가를 입력하면 공급가액, 세액, 합계금액 등이 자동으로 계산되고 저장과 불러오기 기능을 이용하여 관리할 수 있도록 구성되어 있습니다.",['FAMILY SITE'],[],,,,,[],[]
337130,업무프로그램,거래처 외상매출금(미수금) 관리대장,"일자, 거래처, 담당자, 연락처, 품목, 수량, 단가, 매출합계, 수금, 외상매출금, 비고를 입력할 수 있으며 입력된 데이터값을 근간으로 하여 매출합계, 수금, 외상매출금을 자동산출 할 수 있도록 구성된 콘텐츠입니다. 조건별 검색 및 자동합산 기능을 통해 월계 및 누계의 합계를 확인할 수 있습니다.",['FAMILY SITE'],"['외상매입금 매입 입고 출고 수입 지출\n\n\n더보기\n접기', '외상매입금 매입 입고 출고 수입 지출']",,,,,[],[]
337192,업무프로그램,연장근무 시간 및 수당기록부,"일자, 부서, 직위, 사원명, 근무내용, 시작시간, 종료시간, 근무시간(h), 근무수당, 비고를 입력할 수 있으며 입력된 데이터값을 근간으로 하여 근무시간, 근무수당을 자동산출 할 수 있도록 구성된 콘텐츠입니다. 조건별 검색 및 자동합산 기능을 통해 월계 및 누계의 합계를 확인할 수 있습니다.",['FAMILY SITE'],"['야근 초과근무 시간외근무 잔업 당직 철야 특근\n\n\n더보기\n접기', '야근 초과근무 시간외근무 잔업 당직 철야 특근']",,,,,[],[]
389895,업무프로그램,통장 입출금 관리대장,"일자, 계좌정보, 카드명, 입금(현금), 입금(카드결제), 출금(계좌이체), 출금(현금), 출금(체크카드), 증감액, 비고를 입력할 수 있으며 입력된 데이터값을 근간으로 증감액을 자동산출 할 수 있도록 구성된 콘텐츠입니다. 조건별 검색 및 자동합산 기능을 통해 월계 및 누계의 합계를 확인할 수 있습니다.",['FAMILY SITE'],"['현금관리 자금관리 계좌 은행거래 계좌정보 계좌이체\n\n\n더보기\n접기', '현금관리 자금관리 계좌 은행거래 계좌정보 계좌이체']",,,,,[],[]
389814,업무프로그램,거래처별 매입매출 관리대장,"일자, 거래처, 품목, 매입금액, 매입세액, 매입합계, 지급액, 미지급액, 매출금액, 매출세액, 매출합계, 수금액, 미수금, 비고를 입력할 수 있으며 입력된 데이터값을 근간으로 매입합계, 미지급액, 매출합계, 미수금을 자동산출 할 수 있도록 구성된 콘텐츠입니다. 조건별 검색 및 자동합산 기능을 통해 월계 및 누계의 합계를 확인할 수 있습니다.",['FAMILY SITE'],[],,,,,[],[]
340254,업무프로그램,관리대장 엑셀서식 모음,"관리대장에 대한 엑셀서식 모음입니다.
공문서 관리대장, 소모품 관리대장, 비품관리대장, 자재 입출고 관리대장, 공기구 관리대장, 부적합품 관리대장, 재고자산 관리대장, 유형 고정자산 관리대장, 법인차량 관리대장, 방문자 출입대장, 고객 관리대장, 거래처 정보관리대장, 지출결의서 관리대장, 야근식대 관리대장, 미수금 관리대장, 외상매입금 관리대장, AS 관리대장 등으로 구성되어 있으며, 함수, 자동인쇄, 이미지 삽입, 내보내기 기능이 포함되어 있습니다.",['FAMILY SITE'],[],,,,,[],[]
391049,업무프로그램,거래처 관리대장(8),"등록일자, 거래처, 대표자, 사업자번호, 전화번호, 팩스번호, 주소, 담당자, 업태, 종목, 거래금액을 입력할 수 있으며 입력된 데이터값을 근간으로 조건별 검색 및 자동합산 기능을 통해 월계 및 누계의 합계를 확인할 수 있습니다.",['FAMILY SITE'],"['업체 매입처 매출처 고객\n\n\n더보기\n접기', '업체 매입처 매출처 고객']",,,,,[],[]
340281,업무프로그램,일정관리 엑셀서식 모음,"일정관리에 대한 엑셀서식 모음입니다.
프로젝트 일정표, 프로젝트 일정보고서, 프로젝트 수행일정표, 프로젝트 개발일정 계획서, 프로젝트 중간보고서, 월간 스케줄표 양식, 개발추진 일정계획서, 개발 및 설계일정계획서, 생산일정 계획표, 제품개발 일정계획서, 신제품 개발일정표, 분기 프로젝트 일정계획서, 반기 프로젝트 추진일정표, 연간 스케줄표 양식, 연간 연구과제 추진일정표, 연간 목표추진 일정표, 연간 월, 분기 목표관리 일정표 등으로 구성되어 있으며, 함수, 자동인쇄, 이미지 삽입, 내보내기 기능이 포함되어 있습니다.",['FAMILY SITE'],[],,,,,[],[]
331248,업무프로그램,일용직 근로계약서,인사/노무 분야에서 일용직 근로자와 근로조건에 대해 약정하는 양식입니다. 양 당사자의 인적사항과 계약기간 및 임금사항 등의 내용을 기재하여 작성하는 일용직 근로계약서입니다. [엑셀파일서식]은 일반문서를 저장과 불러오기 기능을 이용하여 관리할 수 있도록 제작되어 있습니다.,['FAMILY SITE'],[],,,,,[],[]
402781,업무프로그램,"회비수입 및 지출대장(동호회, 친목회)","일자, 구분, 항목, 적요, 이월잔액, 수입금액, 지출금액, 회비잔액, 비고를 입력할 수 있으며 입력된 데이터값을 근간으로 이월잔액, 회비잔액을 자동산출 할 수 있도록 구성된 콘텐츠입니다. 조건별 검색 및 자동합산 기능을 통해 월계 및 누계의 합계를 확인할 수 있습니다.",['FAMILY SITE'],['모임관리 운영비 경비 가입비 모임비 관리비 동호회 친목회 회비 수입 지출 지출대장'],,,,,[],[]
385103,업무프로그램,소모품 관리대장(수량),"일자, 품목, 규격, 단위, 보관장소, 이월수량, 입고수량, 사용수량, 재고수량, 담당자, 비고를 입력할 수 있으며 입력된 데이터값을 근간으로 재고수량을 자동산출 할 수 있도록 구성된 콘텐츠입니다. 조건별 검색 및 자동합산 기능을 통해 월계 및 누계의 합계를 확인할 수 있습니다.",['FAMILY SITE'],"['입고 출고 재고관리 상품관리 상품보관\n\n\n더보기\n접기', '입고 출고 재고관리 상품관리 상품보관']",,,,,[],[]
402778,업무프로그램,퇴직급여 지급대장(퇴직연금),"지급일, 소속, 직급, 성명, 퇴직사유, 퇴직일, 근무기간, 최근3개월, 평균급여, 퇴직금총액, 퇴직연금, 회사부담금, 비고를 입력할 수 있으며 입력된 데이터값을 근간으로 회사부담금를 자동산출 할 수 있도록 구성된 콘텐츠입니다. 조건별 검색 및 자동합산 기능을 통해 월계 및 누계의 합계를 확인할 수 있습니다.",['FAMILY SITE'],"['중도정산 퇴사자\n\n\n더보기\n접기', '중도정산 퇴사자']",,,,,[],[]
381479,업무프로그램,고정자산 관리대장(1),"취득일자, 고정자산명, 규격, 적요, 구매처, 수량, 단가, 구매금액, 관리담당자, 비고를 입력할 수 있으며 입력된 데이터값을 근간으로 구매금액을 자동산출 할 수 있도록 구성된 콘텐츠입니다. 조건별 검색 및 자동합산 기능을 통해 월계 및 누계의 합계를 확인할 수 있습니다.",['FAMILY SITE'],"['비품관리 주문관리 비용 구매관리\n\n\n더보기\n접기', '비품관리 주문관리 비용 구매관리']",,,,,[],[]
382490,업무프로그램,"거래처별 거래원장(매입, 매출)","일자, 거래처, 구분, 품목, 규격, 수량, 단가, 공급가액, 세액, 매입합계, 매출합계, 비고를 입력할 수 있으며 입력된 데이터값을 근간으로 매입합계, 매출합계를 자동산출 할 수 있도록 구성된 콘텐츠입니다. 조건별 검색 및 자동합산 기능을 통해 월계 및 누계의 합계를 확인할 수 있습니다.",['FAMILY SITE'],"['고객관리 수입 지출 구매 판매 구입 실적\n\n\n더보기\n접기', '고객관리 수입 지출 구매 판매 구입 실적']",,,,,[],[]
331249,업무프로그램,업무일지,하루의 업무사항을 기록하여 보고하는 양식입니다. 금일 업무목표와 시간대별 금일 업무내용 및 내일 예정사항 등을 기재하여 작성하는 업무일지입니다. [엑셀파일서식]은 일반문서를 저장과 불러오기 기능을 이용하여 관리할 수 있도록 제작되어 있습니다.,['FAMILY SITE'],[],,,,,[],[]
378181,업무프로그램,대출금 관리대장,"대출일자, 금융기관, 대출상품명, 내용(담보제공 등), 상환조건, 상환기한, 대출금액, 대출금리(연), 이자금액(연), 비고를 입력할 수 있으며 입력된 데이터값을 근간으로 대출금액, 이자금액을 자동산출 할 수 있도록 구성된 콘텐츠입니다. 조건별 검색 및 자동합산 기능을 통해 월계 및 누계의 합계를 확인할 수 있습니다.",['FAMILY SITE'],"['상환 채무 반환 대여 차용\n\n\n더보기\n접기', '상환 채무 반환 대여 차용']",",",,,,[],[]
379180,업무프로그램,일일 현금흐름장부,"일자, 수입항목, 수입적요, 수입금액, 지출항목, 지출적요, 지출금액, 차액, 관리자, 비고를 입력할 수 있으며 입력된 데이터값을 근간으로 수입, 지출, 차액을 자동산출 할 수 있도록 구성된 콘텐츠입니다. 조건별 검색 및 자동합산 기능을 통해 월계 및 누계의 합계를 확인할 수 있습니다.",['FAMILY SITE'],"['수입 지출 거래내역 가계부 통장관리 계좌관리\n\n\n더보기\n접기', '수입 지출 거래내역 가계부 통장관리 계좌관리']",,,,,[],[]
420360,업무프로그램,거래처 매출 실적 보고서,"기업의 거래처별 매출 실적을 체계적으로 정리하고 효율적으로 관리할 수 있는 거래처 매출 실적 보고서 템플릿입니다. 기본 거래처 정보 입력부터 개별 거래처별 매출 내역 기록, 월별·분기별 실적 비교 분석까지 가능한 구조로 제작되어 있어, 거래처별 매출 흐름을 한눈에 파악하고, 실적 편차와 기여도 분석에 용이하게 활용할 수 있습니다. 매출 추이 분석, 거래처별 매출 기여도 파악, 실적 데이터 기반의 영업 전략 수립 등 다양한 B2B 업무에 최적화된 구성으로, 영업관리팀, 유통업체, 공급망 관리 부서 등에서 실무 보고서 작성 시 실용적으로 사용할 수 있습니다.",['FAMILY SITE'],[],,,,,[],[]
337123,업무프로그램,개인별 근태 기록대장,"일자, 부서명, 직위, 성명, 지각, 조퇴, 출장, 연장근무, 야간근무, 휴일근무, 연차, 비고를 입력할 수 있으며 입력된 데이터값을 근간으로 하여 조건별 검색 및 자동합산 기능을 통해 월계 및 누계의 합계를 확인할 수 있습니다.",['FAMILY SITE'],"['연차 휴가 지각 연장근무 야근 조퇴 출장 근무현황\n\n\n더보기\n접기', '연차 휴가 지각 연장근무 야근 조퇴 출장 근무현황']",,,,,[],[]
